# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "0" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/rat/mRatBN7.2/Rattus_norvegicus.mRatBN7.2.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/05_counts/HISAT2_featureCounts/genes/powell_SRS6085261_CI1cue_hisat2_featurecounts_genes.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam
ENSRNOG00000069736	X	67883140	67890375	+	7236	0
ENSRNOG00000062599	X	111915617	111920452	-	4836	7
ENSRNOG00000063687	X	120935404	120937242	-	1839	378
ENSRNOG00000007949	X	1619032	1634450	-	15419	38
ENSRNOG00000037827	X	73040902	73043716	-	2815	0
ENSRNOG00000065229	X	120936159	120938200	+	2042	394
ENSRNOG00000071176	X	116424223	116428633	-	4411	71
ENSRNOG00000003984	X	127203823	127213391	-	9569	223
ENSRNOG00000053023	X	152065609	152074001	+	8393	360
ENSRNOG00000064623	X	127587408	127589560	+	2153	8
ENSRNOG00000068694	X	130028910	130033581	-	4672	102
ENSRNOG00000059655	X	1640300	1641811	-	1512	0
ENSRNOG00000064884	X	131370206	131421176	-	50971	2
ENSRNOG00000066548	X	116427684	116433762	+	6079	9
ENSRNOG00000046832	X	133428144	133430650	-	2507	1
ENSRNOG00000004265	X	4205490	4271574	+	66085	95
ENSRNOG00000063611	X	149048372	149054730	-	6359	24
ENSRNOG00000067650	X	76952421	77246799	+	294379	90
ENSRNOG00000003359	X	66771349	66816146	+	44798	6417
ENSRNOG00000050457	X	116641863	116644714	-	2852	0
ENSRNOG00000038267	X	50915587	50917150	-	1564	0
ENSRNOG00000057469	X	121358795	121361675	+	2881	0
ENSRNOG00000038299	X	50201496	50230568	+	29073	0
ENSRNOG00000070967	X	82475109	82477138	+	2030	0
ENSRNOG00000061511	X	152340658	152341853	+	1196	0
ENSRNOG00000028179	X	50827563	50833151	-	5589	0
ENSRNOG00000064387	X	82507392	82507799	+	408	0
ENSRNOG00000062454	X	121403649	122290207	-	886559	15095
ENSRNOG00000070430	X	4828216	4828818	-	603	0
ENSRNOG00000068315	X	149054731	149063744	-	9014	8
ENSRNOG00000003765	X	50756886	50761011	+	4126	0
ENSRNOG00000067012	X	68680566	68681533	-	968	0
ENSRNOG00000066849	X	4755173	4762467	+	7295	0
ENSRNOG00000063899	X	151395436	151396485	+	1050	14
ENSRNOG00000070594	X	151782968	151784569	-	1602	267
ENSRNOG00000068449	X	6381319	6383094	+	1776	0
ENSRNOG00000055962	X	151197273	151209461	+	12189	182
ENSRNOG00000003643	X	49972330	50042056	+	69727	1074
ENSRNOG00000066309	X	1239931	1292355	-	52425	748
ENSRNOG00000070880	X	5694366	5821424	+	127059	6
ENSRNOG00000002960	X	5796487	5820934	+	24448	0
ENSRNOG00000037919	X	68361969	68437887	+	75919	2660
ENSRNOG00000064015	X	9529749	9538415	+	8667	33
ENSRNOG00000029010	X	50571864	50574716	+	2853	0
ENSRNOG00000003762	X	126994947	127066347	-	71401	1706
ENSRNOG00000048202	X	50886684	50888014	-	1331	0
ENSRNOG00000063359	X	9705281	9727066	-	21786	898
ENSRNOG00000029778	X	5907266	6011003	+	103738	1141
ENSRNOG00000070004	X	47263245	47264783	+	1539	63
ENSRNOG00000000161	X	78203204	78361943	-	158740	3937
ENSRNOG00000069652	X	9795794	10036328	-	240535	300
ENSRNOG00000063832	X	13883186	13884147	+	962	0
ENSRNOG00000037911	X	68454574	68491973	+	37400	34
ENSRNOG00000062833	X	12386527	12447578	+	61052	19
ENSRNOG00000071099	X	14924936	14929098	-	4163	11
ENSRNOG00000051529	X	151905096	151925388	+	20293	3
ENSRNOG00000003533	X	23729338	23793238	+	63901	1859
ENSRNOG00000070562	X	19884033	19922023	-	37991	34
ENSRNOG00000070148	X	21421921	21430797	-	8877	211
ENSRNOG00000003470	X	5083617	5100284	+	16668	345
ENSRNOG00000048295	X	67822113	67852571	+	30459	109
ENSRNOG00000067054	X	27195533	27210094	-	14562	7
ENSRNOG00000051438	X	151925526	151954567	-	29042	6
ENSRNOG00000024271	X	22676825	22679569	-	2745	0
ENSRNOG00000051216	X	61138374	61144585	+	6212	2
ENSRNOG00000055557	X	151954175	151987208	+	33034	2
ENSRNOG00000023383	X	9479532	9493168	-	13637	3272
ENSRNOG00000002848	X	6030795	6099593	-	68799	1756
ENSRNOG00000005352	X	127590650	127630200	-	39551	19
ENSRNOG00000067105	X	68570839	68636429	-	65591	2469
ENSRNOG00000060839	X	152266522	152267835	-	1314	0
ENSRNOG00000064231	X	69859465	69941747	+	82283	32
ENSRNOG00000030819	X	7871598	7872298	+	701	0
ENSRNOG00000029885	X	120974857	121105677	+	130821	4210
ENSRNOG00000002986	X	5360617	5560970	+	200354	51
ENSRNOG00000068101	X	70121931	70152733	-	30803	454
ENSRNOG00000003305	X	66844318	66846969	-	2652	0
ENSRNOG00000060580	X	152151076	152162958	-	11883	182
ENSRNOG00000060262	X	104132141	104154187	+	22047	593
ENSRNOG00000065297	X	77278343	77279293	+	951	0
ENSRNOG00000003956	X	24953464	25488663	-	535200	5960
ENSRNOG00000024053	X	5418460	5422131	-	3672	0
ENSRNOG00000065493	X	67827460	67828019	-	560	0
ENSRNOG00000070277	X	100329233	100378102	-	48870	289
ENSRNOG00000002974	X	68326874	68335461	+	8588	0
ENSRNOG00000004581	X	127352345	127388245	-	35901	1218
ENSRNOG00000009646	X	9280864	9301900	-	21037	7
ENSRNOG00000004512	X	77377781	77443900	+	66120	595
ENSRNOG00000054219	X	104607031	104639249	+	32219	10
ENSRNOG00000003009	X	68187704	68219986	-	32283	0
ENSRNOG00000022267	X	68023294	68024825	+	1532	36
ENSRNOG00000062844	X	111828102	111848636	-	20535	0
ENSRNOG00000053061	X	152151460	152154069	-	2610	0
ENSRNOG00000028189	X	117556991	117756126	+	199136	57
ENSRNOG00000003189	X	67350373	67355162	-	4790	2
ENSRNOG00000055514	X	146092924	146093007	-	84	0
ENSRNOG00000061191	X	146115931	146116052	-	122	0
ENSRNOG00000060885	X	31181110	31181231	+	122	0
ENSRNOG00000061731	X	151494207	151508674	+	14468	260
ENSRNOG00000024517	X	127852145	127858198	-	6054	51
ENSRNOG00000016622	X	75939719	75941326	-	1608	8
ENSRNOG00000056905	X	31741089	31741234	-	146	0
ENSRNOG00000070236	X	130050395	130055678	-	5284	63
ENSRNOG00000053235	X	31834340	31834443	+	104	0
ENSRNOG00000055256	X	70875679	70875863	+	185	0
ENSRNOG00000022411	X	77533339	77597166	+	63828	29
ENSRNOG00000058942	X	31427829	31427972	+	144	0
ENSRNOG00000003792	X	10036805	10126240	+	89436	2930
ENSRNOG00000055960	X	71673861	71674022	-	162	0
ENSRNOG00000002389	X	100082404	100093728	-	11325	1492
ENSRNOG00000061257	X	31943580	31943706	-	127	0
ENSRNOG00000003749	X	13436418	13472830	-	36413	513
ENSRNOG00000060096	X	32602656	32602756	-	101	0
ENSRNOG00000005687	X	112314691	112375096	+	60406	0
ENSRNOG00000051820	X	40263552	40263677	-	126	0
ENSRNOG00000063220	X	9539788	9539898	+	111	0
ENSRNOG00000003756	X	13480311	13609678	-	129368	601
ENSRNOG00000052762	X	10796750	10796856	+	107	0
ENSRNOG00000030118	X	60995951	61065628	+	69678	330
ENSRNOG00000070588	X	10928223	10928326	-	104	0
ENSRNOG00000056740	X	76108136	76197422	+	89287	10
ENSRNOG00000062381	X	13499324	13502710	+	3387	0
ENSRNOG00000059230	X	91539211	91539317	+	107	0
ENSRNOG00000060982	X	90841390	90841501	+	112	0
ENSRNOG00000002391	X	100110517	100131042	-	20526	284
ENSRNOG00000060623	X	152165535	152175362	-	9828	553
ENSRNOG00000053191	X	91718082	91718212	-	131	0
ENSRNOG00000060754	X	69081483	69081618	-	136	0
ENSRNOG00000065140	X	69023972	69024078	-	107	0
ENSRNOG00000003611	X	13327892	13337139	+	9248	1627
ENSRNOG00000069164	X	69037378	69037533	+	156	0
ENSRNOG00000058253	X	69662273	69662436	-	164	0
ENSRNOG00000007371	X	127888438	127896869	+	8432	122
ENSRNOG00000066338	X	70643142	70643289	+	148	0
ENSRNOG00000046366	X	47272331	49504207	+	2231877	20719
ENSRNOG00000031294	X	89628725	89650241	+	21517	0
ENSRNOG00000063682	X	70324684	70324790	-	107	2
ENSRNOG00000065192	X	114663691	114663792	+	102	0
ENSRNOG00000023187	X	10129657	10150900	+	21244	767
ENSRNOG00000068085	X	112376258	112380535	-	4278	0
ENSRNOG00000063637	X	114673183	114673367	+	185	0
ENSRNOG00000004776	X	14244050	14252030	+	7981	69
ENSRNOG00000002419	X	100185767	100201032	+	15266	118581
ENSRNOG00000052095	X	115087944	115088214	+	271	0
ENSRNOG00000064801	X	89502474	89511799	-	9326	0
ENSRNOG00000006698	X	127694964	127706378	+	11415	196
ENSRNOG00000060642	X	116009779	116009910	+	132	0
ENSRNOG00000070436	X	61109985	61110772	-	788	0
ENSRNOG00000061195	X	116327776	116327909	-	134	0
ENSRNOG00000064902	X	10442877	10443894	-	1018	0
ENSRNOG00000060546	X	116020859	116020995	+	137	0
ENSRNOG00000068390	X	115916685	115916825	+	141	0
ENSRNOG00000038132	X	61144928	61170212	-	25285	5
ENSRNOG00000003858	X	10183068	10210918	-	27851	2161
ENSRNOG00000063746	X	115600746	115600818	+	73	0
ENSRNOG00000069840	X	86058394	86747036	+	688643	6044
ENSRNOG00000068320	X	12311277	12311416	+	140	0
ENSRNOG00000005012	X	127439268	127464633	+	25366	316
ENSRNOG00000070416	X	149447775	149448032	-	258	0
ENSRNOG00000055265	X	86599782	86599884	-	103	0
ENSRNOG00000031058	X	14405124	14413849	+	8726	6
ENSRNOG00000064543	X	57558003	57558148	+	146	0
ENSRNOG00000057622	X	103608585	103660381	-	51797	955
ENSRNOG00000055812	X	57681441	57681542	+	102	0
ENSRNOG00000061126	X	58296032	58296153	-	122	0
ENSRNOG00000004133	X	66210081	66215708	-	5628	38
ENSRNOG00000059814	X	57972965	57973099	+	135	0
ENSRNOG00000071055	X	130775533	130775672	+	140	0
ENSRNOG00000069201	X	74585255	74585827	-	573	0
ENSRNOG00000064676	X	131991651	131991757	+	107	0
ENSRNOG00000063786	X	106435897	106435976	-	80	0
ENSRNOG00000021972	X	86483893	86484954	-	1062	0
ENSRNOG00000064215	X	14510231	14510897	+	667	0
ENSRNOG00000061787	X	106104376	106104501	-	126	0
ENSRNOG00000058743	X	68250749	68250888	+	140	0
ENSRNOG00000055721	X	103183831	103298423	+	114593	586
ENSRNOG00000032522	X	13915423	13918090	-	2668	60
ENSRNOG00000051644	X	68260929	68261072	-	144	0
ENSRNOG00000063333	X	93293758	93294114	-	357	0
ENSRNOG00000061252	X	68456388	68456492	-	105	0
ENSRNOG00000021694	X	61182298	61295686	-	113389	24
ENSRNOG00000051827	X	89838069	89870100	-	32032	0
ENSRNOG00000069980	X	68321267	68321349	-	83	0
ENSRNOG00000061196	X	52996957	52997064	+	108	0
ENSRNOG00000060086	X	144268483	144268678	-	196	0
ENSRNOG00000024250	X	23584424	23700513	+	116090	999
ENSRNOG00000034183	X	89737134	89781886	+	44753	0
ENSRNOG00000027850	X	13931470	13939720	-	8251	603
ENSRNOG00000060374	X	33709826	33710119	+	294	0
ENSRNOG00000054868	X	34655680	34655817	-	138	0
ENSRNOG00000054890	X	152007758	152031052	-	23295	159
ENSRNOG00000054382	X	45865954	45866282	+	329	0
ENSRNOG00000019180	X	105942799	106006427	-	63629	2458
ENSRNOG00000064035	X	78047921	78049154	+	1234	0
ENSRNOG00000057593	X	104501295	104501421	-	127	0
ENSRNOG00000066087	X	104370458	104370564	+	107	0
ENSRNOG00000066017	X	103852572	103852714	+	143	1
ENSRNOG00000050970	X	92178016	92179731	+	1716	0
ENSRNOG00000063729	X	124938505	124939338	-	834	0
ENSRNOG00000070898	X	133395235	133395341	+	107	0
ENSRNOG00000064772	X	132706378	132706481	+	104	0
ENSRNOG00000062822	X	134157904	134158009	-	106	0
ENSRNOG00000070754	X	130045338	130046479	-	1142	0
ENSRNOG00000001506	X	97503350	97514197	+	10848	218
ENSRNOG00000065849	X	59303721	59303846	-	126	0
ENSRNOG00000063296	X	59310854	59310979	+	126	0
ENSRNOG00000051544	X	58941502	58941601	+	100	0
ENSRNOG00000037736	X	96717189	96717696	-	508	0
ENSRNOG00000065426	X	59469803	59469886	-	84	1
ENSRNOG00000019168	X	105855608	105862899	+	7292	63
ENSRNOG00000070581	X	60136047	60136168	+	122	0
ENSRNOG00000012294	X	61296345	61402980	+	106636	98
ENSRNOG00000030722	X	129013264	129021625	-	8362	0
ENSRNOG00000057374	X	3181352	3181455	-	104	0
ENSRNOG00000042394	X	77306795	77311232	+	4438	9
ENSRNOG00000060946	X	8899833	9238694	+	338862	6343
ENSRNOG00000062498	X	4730257	4730359	-	103	0
ENSRNOG00000003965	X	25076362	25087660	+	11299	0
ENSRNOG00000068840	X	4541492	4541636	+	145	0
ENSRNOG00000069753	X	129753052	129753183	+	132	0
ENSRNOG00000051769	X	89570830	89570959	+	130	0
ENSRNOG00000056593	X	88991958	88992172	+	215	0
ENSRNOG00000048738	X	14551044	14572441	+	21398	283
ENSRNOG00000070185	X	55810894	55811000	-	107	0
ENSRNOG00000053894	X	123006992	123007124	+	133	0
ENSRNOG00000054011	X	103319340	103407133	+	87794	374
ENSRNOG00000027239	X	29333112	29334044	+	933	0
ENSRNOG00000056006	X	40913443	40913580	+	138	0
ENSRNOG00000007600	X	129069896	129085139	-	15244	851
ENSRNOG00000067960	X	41205938	41206041	+	104	0
ENSRNOG00000029038	X	28259793	28278663	-	18871	326
ENSRNOG00000042470	X	14573987	14578374	+	4388	3
ENSRNOG00000052001	X	97055921	97056028	+	108	0
ENSRNOG00000053094	X	98012157	98012273	-	117	0
ENSRNOG00000047663	X	14529702	14537530	+	7829	1
ENSRNOG00000003122	X	67385289	67592923	-	207635	4004
ENSRNOG00000061101	X	103436729	103443349	-	6621	3
ENSRNOG00000061894	X	98426361	98426479	-	119	0
ENSRNOG00000058963	X	98095514	98095635	+	122	0
ENSRNOG00000055269	X	97692329	97692431	+	103	0
ENSRNOG00000055648	X	151154979	151180577	-	25599	89
ENSRNOG00000062221	X	100961812	102271753	+	1309942	5909
ENSRNOG00000041327	X	145425426	145425503	-	78	0
ENSRNOG00000050508	X	110676724	110676828	+	105	0
ENSRNOG00000026712	X	101600495	101601933	-	1439	0
ENSRNOG00000064172	X	132801525	132801593	-	69	0
ENSRNOG00000003875	X	127089590	127140362	+	50773	2112
ENSRNOG00000036562	X	68591732	68591799	-	68	0
ENSRNOG00000057826	X	92395251	93229869	+	834619	9774
ENSRNOG00000041236	X	145402692	145402767	-	76	0
ENSRNOG00000008880	X	102365765	102459657	+	93893	2
ENSRNOG00000059896	X	150438529	150438601	-	73	0
ENSRNOG00000036264	X	145421500	145421577	-	78	0
ENSRNOG00000004118	X	25853934	26814637	+	960704	28934
ENSRNOG00000041288	X	145410566	145410642	-	77	0
ENSRNOG00000036262	X	15258768	15258859	+	92	0
ENSRNOG00000004819	X	14285871	14298481	+	12611	264
ENSRNOG00000011120	X	103089284	103176838	+	87555	31
ENSRNOG00000057982	X	146662031	146662148	-	118	0
ENSRNOG00000048143	X	64259096	64259167	+	72	0
ENSRNOG00000036268	X	15254615	15254679	+	65	0
ENSRNOG00000041538	X	110744907	110745045	+	139	0
ENSRNOG00000006797	X	127717983	127779825	-	61843	1384
ENSRNOG00000035627	X	70457918	70458015	-	98	0
ENSRNOG00000065509	X	104043194	104111968	+	68775	560
ENSRNOG00000036558	X	132422211	132422282	-	72	0
ENSRNOG00000061112	X	65464494	65464582	+	89	0
ENSRNOG00000057365	X	150066064	150066148	-	85	0
ENSRNOG00000035505	X	61141887	61141996	+	110	0
ENSRNOG00000035592	X	132422584	132422661	-	78	0
ENSRNOG00000003063	X	67601302	67738455	-	137154	723
ENSRNOG00000036567	X	15255308	15255419	-	112	0
ENSRNOG00000058545	X	151632454	151651128	-	18675	107
ENSRNOG00000067075	X	132806303	132806373	-	71	0
ENSRNOG00000047712	X	107430767	107507476	-	76710	1404
ENSRNOG00000041299	X	145433306	145433382	-	77	0
ENSRNOG00000041334	X	145437183	145437259	-	77	0
ENSRNOG00000006871	X	127807449	127845823	+	38375	1017
ENSRNOG00000066786	X	137318540	137318616	-	77	0
ENSRNOG00000040458	X	106343293	106343373	+	81	0
ENSRNOG00000054747	X	146688132	146688216	-	85	0
ENSRNOG00000039759	X	9104565	9148601	-	44037	0
ENSRNOG00000063664	X	14594577	14603416	-	8840	54
ENSRNOG00000069692	X	92902644	92923884	-	21241	0
ENSRNOG00000019086	X	105710356	105808183	-	97828	0
ENSRNOG00000067793	X	130047861	130048370	-	510	0
ENSRNOG00000003227	X	10788541	10789499	-	959	0
ENSRNOG00000002708	X	20524558	20623410	+	98853	1931
ENSRNOG00000060970	X	97057137	97072634	+	15498	0
ENSRNOG00000024068	X	128077587	128109115	-	31529	9
ENSRNOG00000051669	X	104656812	104665097	-	8286	182
ENSRNOG00000039576	X	14421109	14433982	+	12874	86
ENSRNOG00000030880	X	130968385	131261492	-	293108	4609
ENSRNOG00000070635	X	82161821	82162297	+	477	0
ENSRNOG00000004275	X	27884125	27942044	+	57920	106
ENSRNOG00000063657	X	83190335	83190969	+	635	0
ENSRNOG00000039571	X	14473994	14488683	+	14690	11
ENSRNOG00000005076	X	127537538	127584087	+	46550	404
ENSRNOG00000052721	X	4337750	4477062	-	139313	4636
ENSRNOG00000003929	X	96771947	96873524	-	101578	1740
ENSRNOG00000057147	X	14773420	14775909	-	2490	611
ENSRNOG00000050960	X	104665345	104765268	+	99924	1079
ENSRNOG00000062696	X	130039659	130040800	-	1142	0
ENSRNOG00000059862	X	151633522	151635989	+	2468	0
ENSRNOG00000031956	X	90129744	90135369	-	5626	0
ENSRNOG00000004613	X	28059450	28204211	-	144762	15690
ENSRNOG00000056983	X	151151864	151153479	-	1616	0
ENSRNOG00000005215	X	79622113	79719480	+	97368	612
ENSRNOG00000006967	X	120897907	120934700	+	36794	909
ENSRNOG00000009749	X	14776293	14782202	-	5910	270
ENSRNOG00000026704	X	97607719	97655684	+	47966	732
ENSRNOG00000046484	X	132468213	132478431	+	10219	20
ENSRNOG00000003613	X	24120293	24248353	-	128061	963
ENSRNOG00000007879	X	130310885	130374291	+	63407	504
ENSRNOG00000003688	X	24389645	24393849	+	4205	0
ENSRNOG00000054495	X	103459780	103474838	+	15059	0
ENSRNOG00000003786	X	97092388	97099309	-	6922	154
ENSRNOG00000045992	X	27091778	27116549	+	24772	1
ENSRNOG00000061230	X	151597277	151623857	-	26581	3449
ENSRNOG00000060846	X	103480603	103528956	-	48354	397
ENSRNOG00000064119	X	97717920	97721960	-	4041	148
ENSRNOG00000022166	X	106466699	106571487	-	104789	2479
ENSRNOG00000052181	X	129756642	129760146	-	3505	0
ENSRNOG00000003228	X	12060883	12065774	-	4892	218
ENSRNOG00000032729	X	99019000	99021503	-	2504	583
ENSRNOG00000030443	X	27952204	28001622	+	49419	134
ENSRNOG00000002790	X	69295552	69436858	-	141307	1213
ENSRNOG00000063684	X	110291622	110292019	+	398	1
ENSRNOG00000004869	X	78451593	79017592	+	566000	342
ENSRNOG00000046790	X	105356293	105359985	-	3693	19
ENSRNOG00000002487	X	130648538	130737056	-	88519	10
ENSRNOG00000003229	X	12208783	12306131	-	97349	8717
ENSRNOG00000004330	X	106889125	106992921	-	103797	202
ENSRNOG00000047931	X	27128610	27146667	+	18058	1461
ENSRNOG00000027601	X	108815596	108873460	-	57865	45
ENSRNOG00000065918	X	27952457	27960940	+	8484	0
ENSRNOG00000009071	X	14678898	14708679	-	29782	925
ENSRNOG00000024762	X	130377227	130423771	-	46545	3
ENSRNOG00000029582	X	111092814	111174210	-	81397	2133
ENSRNOG00000042276	X	27994054	28015346	-	21293	1186
ENSRNOG00000005639	X	63104771	63273925	+	169155	341
ENSRNOG00000034240	X	10687732	10729613	+	41882	394
ENSRNOG00000003960	X	30361967	30395349	-	33383	1
ENSRNOG00000002923	X	68643549	68665131	+	21583	5
ENSRNOG00000031638	X	108633651	108640050	+	6400	119
ENSRNOG00000003526	X	97135500	97185854	-	50355	7
ENSRNOG00000061102	X	71289290	71300604	-	11315	673
ENSRNOG00000067524	X	130036502	130037011	-	510	0
ENSRNOG00000004574	X	28015347	28056110	+	40764	1291
ENSRNOG00000067242	X	111691855	111700281	-	8427	1
ENSRNOG00000032858	X	53718605	53719750	+	1146	0
ENSRNOG00000030622	X	128271074	128593039	-	321966	1285
ENSRNOG00000011081	X	102663405	102669040	-	5636	0
ENSRNOG00000050178	X	47777135	47778277	-	1143	0
ENSRNOG00000051287	X	55009467	55012137	-	2671	0
ENSRNOG00000051223	X	54564018	54565271	-	1254	0
ENSRNOG00000039544	X	14662357	14677233	-	14877	205
ENSRNOG00000023469	X	98411382	98423263	+	11882	0
ENSRNOG00000002832	X	68723261	68848771	-	125511	2621
ENSRNOG00000029106	X	131319194	131363970	-	44777	2
ENSRNOG00000068510	X	54350692	54351704	-	1013	0
ENSRNOG00000069107	X	111280549	111321359	+	40811	4
ENSRNOG00000039587	X	14362860	14373727	+	10868	1487
ENSRNOG00000003674	X	30108538	30219218	-	110681	218
ENSRNOG00000037684	X	98383836	98390372	+	6537	0
ENSRNOG00000030346	X	56057205	56058313	+	1109	0
ENSRNOG00000063829	X	126731797	126736018	+	4222	0
ENSRNOG00000026152	X	102669991	102687769	+	17779	1
ENSRNOG00000030418	X	45421405	45447900	+	26496	3543
ENSRNOG00000058439	X	152095245	152102362	+	7118	206
ENSRNOG00000002662	X	70154106	70184552	+	30447	1584
ENSRNOG00000037611	X	102771710	102773016	+	1307	0
ENSRNOG00000003345	X	54488781	54491141	-	2361	0
ENSRNOG00000066239	X	133100422	133127908	-	27487	415
ENSRNOG00000064977	X	109451586	109451972	+	387	0
ENSRNOG00000065488	X	15077956	15087036	+	9081	66
ENSRNOG00000056728	X	152201098	152220801	-	19704	778
ENSRNOG00000051281	X	56871493	56872608	-	1116	0
ENSRNOG00000070013	X	67875659	67876251	+	593	0
ENSRNOG00000027972	X	70571854	70572441	-	588	0
ENSRNOG00000003585	X	12788698	13030175	-	241478	3271
ENSRNOG00000052407	X	97722802	97761853	-	39052	22
ENSRNOG00000022286	X	67928231	67963076	-	34846	125
ENSRNOG00000046280	X	99204429	99207353	-	2925	36
ENSRNOG00000002951	X	15478065	15542885	+	64821	3
ENSRNOG00000060936	X	152216596	152239499	+	22904	191
ENSRNOG00000003313	X	29020557	29241666	+	221110	932
ENSRNOG00000007552	X	128751900	128787161	+	35262	349
ENSRNOG00000069062	X	67938219	67938867	+	649	0
ENSRNOG00000038230	X	56885991	56888245	-	2255	0
ENSRNOG00000057753	X	103668455	103724081	-	55627	16
ENSRNOG00000064026	X	67957183	67957736	+	554	0
ENSRNOG00000009687	X	14753696	14772743	+	19048	120
ENSRNOG00000031719	X	54782268	54889921	+	107654	0
ENSRNOG00000069323	X	71325882	71343084	-	17203	0
ENSRNOG00000065059	X	57939186	57939964	+	779	0
ENSRNOG00000054545	X	137614	142215	-	4602	0
ENSRNOG00000018951	X	105118820	105322692	+	203873	337
ENSRNOG00000046702	X	484504	488125	+	3622	0
ENSRNOG00000003715	X	97106561	97132195	+	25635	0
ENSRNOG00000053562	X	58016233	58028142	+	11910	154
ENSRNOG00000003370	X	12453834	12566918	-	113085	7
ENSRNOG00000049427	X	698882	715907	+	17026	0
ENSRNOG00000008764	X	14626164	14659573	-	33410	1270
ENSRNOG00000029559	X	56396804	56399326	+	2523	0
ENSRNOG00000002529	X	130504698	130518328	-	13631	803
ENSRNOG00000043508	X	56567844	56571429	-	3586	0
ENSRNOG00000023733	X	71880204	71880879	+	676	1
ENSRNOG00000068726	X	98482602	98485746	+	3145	0
ENSRNOG00000067365	X	29956576	30001105	-	44530	3
ENSRNOG00000047132	X	899439	1000954	+	101516	3361
ENSRNOG00000011494	X	97766179	97768892	+	2714	157
ENSRNOG00000003110	X	56478948	56496921	-	17974	0
ENSRNOG00000060179	X	131868990	132236798	-	367809	218
ENSRNOG00000051408	X	71038489	71079699	-	41211	723
ENSRNOG00000011513	X	97768996	97780664	-	11669	191
ENSRNOG00000003452	X	29992416	30037807	-	45392	54
ENSRNOG00000055102	X	56492713	56494541	-	1829	0
ENSRNOG00000063233	X	14648232	14648704	+	473	0
ENSRNOG00000046469	X	913805	918292	+	4488	0
ENSRNOG00000032038	X	58696582	58702713	+	6132	0
ENSRNOG00000002285	X	132989124	133015580	-	26457	171
ENSRNOG00000045622	X	918817	922049	-	3233	0
ENSRNOG00000003587	X	30074163	30108295	-	34133	100
ENSRNOG00000011034	X	98591189	98640763	-	49575	1
ENSRNOG00000011661	X	97780785	97787041	+	6257	883
ENSRNOG00000061530	X	70817433	70878717	+	61285	41
ENSRNOG00000064060	X	58699897	58702129	+	2233	0
ENSRNOG00000069520	X	30103862	30104194	+	333	0
ENSRNOG00000066891	X	130008356	130009146	-	791	2
